Número Documento;Fecha;Tipo;Número Registro;Nombre Comercial;Cantidad;Unidad;Peso;Valor;Modalidad;Importador;Exportador;Pais Origen;Pais Destino;Puerto Ingreso;Componente IAGT
8036490;30/10/2024 16:49;Fertilizantes;3235;YARAMILA HYDRAN;13500;KILOGRAMOS;13500;10110;Exportación;AGRO PRO PANAMA SA;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;NORUEGA;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Boro expresado (B) / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
8036490;30/10/2024 16:49;Fertilizantes;2871;YARAVERA AMIDAS;13500;KILOGRAMOS;13500;8430;Exportación;AGRO PRO PANAMA SA;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;HOLANDA (PAISES BAJOS);PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Nitrógeno Total expresado (N) /
8037890;29/10/2024 15:13;Fertilizantes;6770;SLAM;360;LITROS;360;9180;Exportación;AGRICENTER NICARAGUA & CCRL;AMVAC DE COSTA RICA SRL;ESTADOS UNIDOS;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Aminoácidos / Extracto de algas / Polisacáridos /
8037891;29/10/2024 14:28;Fertilizantes;7553;FERT. FMC SEAMAXX;5632;LITROS;5632;47872;Exportación;AGRICENTER PANAMÁ S. DE R.L.;AMVAC DE COSTA RICA SRL;REINO UNIDO;PANAMÁ;ADUANA DE PASO CANOAS;Boro expresado (B) / Cobre expresado (Cu) / Extracto de algas / Fósforo expresado (P2O5) / Hierro expresado (Fe) / Manganeso expresado (Mn) / Molibdeno expresado (Mo) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
8037891;29/10/2024 14:28;Fertilizantes;9094;FERT. FMC RHIZOMAGIC;1160;LITROS;1160;16061,76;Exportación;AGRICENTER PANAMÁ S. DE R.L.;AMVAC DE COSTA RICA SRL;REINO UNIDO;PANAMÁ;ADUANA DE PASO CANOAS;Boro expresado (B) / Cobre expresado (Cu) / Extractos Vegetales / Fósforo expresado (P2O5) / Hierro expresado (Fe) / Manganeso expresado (Mn) / Molibdeno expresado (Mo) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
8037891;29/10/2024 14:28;Fertilizantes;9094;FERT. FMC RHIZOMAGIC;2050;LITROS;2050;26927,16;Exportación;AGRICENTER PANAMÁ S. DE R.L.;AMVAC DE COSTA RICA SRL;REINO UNIDO;PANAMÁ;ADUANA DE PASO CANOAS;Boro expresado (B) / Cobre expresado (Cu) / Extractos Vegetales / Fósforo expresado (P2O5) / Hierro expresado (Fe) / Manganeso expresado (Mn) / Molibdeno expresado (Mo) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
8037891;29/10/2024 14:28;Fertilizantes;7504;FERT. FMC HI-K;580;LITROS;580;4377,12;Exportación;AGRICENTER PANAMÁ S. DE R.L.;AMVAC DE COSTA RICA SRL;REINO UNIDO;PANAMÁ;ADUANA DE PASO CANOAS;Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
8037891;29/10/2024 14:28;Fertilizantes;3845;FERT. AUXIGRO WP;100;KILOGRAMOS;100;10000;Exportación;AGRICENTER PANAMÁ S. DE R.L.;AMVAC DE COSTA RICA SRL;ESTADOS UNIDOS;PANAMÁ;ADUANA DE PASO CANOAS;Ácido gama aminobutirico / Ácido L Glutamico /
8037900;30/10/2024 11:14;Fertilizantes;8936;DPA Ca-B Fertilizante Foliar;840;LITROS;840;1463;Exportación;EL COLONO AGROPECUARIO S.A;DISTRIBUIDORA INQUISA SOCIEDAD ANONIMA;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Boro expresado (B) / Calcio expresado (CaO) /
8037900;30/10/2024 11:14;Fertilizantes;4701;AGROMART ACEITE AGRICOLA 97 L = SPRAYCOL -EM;652,8;LITROS;652,8;1561,6;Exportación;EL COLONO AGROPECUARIO S.A;DISTRIBUIDORA INQUISA SOCIEDAD ANONIMA;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Potasio expresado (K2O) /
8038970;31/10/2024 13:25;Fertilizantes;11360;YUKON 72 SC;640;LITROS;640;3640;Exportación;JAMES BRODIE & CO. LTD;UPL COSTA RICA SA;FRANCIA;BELICE;ADUANA DE PEÑAS BLANCAS;Azufre expresado (S) / Cobre expresado (Cu) /
8038971;31/10/2024 15:57;Fertilizantes;2531;FOLTRON PLUS 1 L;2472;LITROS;2472;13596;Exportación;FERTILIZANTES QUIMICOS DOMINICANOS;UPL COSTA RICA SA;MÉXICO;REPÚBLICA DOMINICANA;ADUANA DE LIMÓN;Boro expresado (B) / Cobre expresado (Cu) / Folcisteína / Fósforo expresado (P2O5) / Hierro expresado (Fe) / Magnesio expresado (MgO) / Manganeso expresado (Mn) / Molibdeno expresado (Mo) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
8038997;6/11/2024 18:17;Fertilizantes;2532;K-FOL;9500;KILOGRAMOS;9500;29450;Exportación;CADELGA, S.A.;UPL COSTA RICA SA;MÉXICO;HONDURAS;ADUANA DE PEÑAS BLANCAS;Azufre expresado (S) / Boro expresado (B) / Fósforo expresado (P2O5) / Giberelinas / Magnesio expresado (MgO) / Potasio expresado (K2O) /
8039014;11/11/2024 14:48;Fertilizantes;2532;K-FOL 1 KG;6000;KILOGRAMOS;6000;16320;Exportación;ARYSTA LIFESCIENCE DE GUATEMALA;UPL COSTA RICA SA;MÉXICO;GUATEMALA;ADUANA DE PEÑAS BLANCAS;Azufre expresado (S) / Boro expresado (B) / Fósforo expresado (P2O5) / Giberelinas / Magnesio expresado (MgO) / Potasio expresado (K2O) /
8039014;11/11/2024 14:48;Fertilizantes;2744;POLIQUEL CALCIO 200 L;11000;LITROS;11000;26510;Exportación;ARYSTA LIFESCIENCE DE GUATEMALA;UPL COSTA RICA SA;MÉXICO;GUATEMALA;ADUANA DE PEÑAS BLANCAS;Boro expresado (B) / Calcio expresado (CaO) / Magnesio expresado (MgO) /
8040235;19/11/2024 10:15;Fertilizantes;4653;ACIDO FOSFOROSO;7000;KILOGRAMOS;7000;20000;Exportación;BRENNTAG GUATEMALA S.A.;QUIMICOS HOLANDA COSTA RICA, S.A.;CHINA;GUATEMALA;ADUANA DE PEÑAS BLANCAS;Ácido Fosforoso /
8040645;5/11/2024 15:52;Fertilizantes;11360;YUKON 72 SC 1 L;280;LITROS;280;2345;Exportación;C RED AGRICULTURAL SERVICES;UPL COSTA RICA SA;FRANCIA;PUERTO RICO;ADUANA DE LIMÓN;Azufre expresado (S) / Cobre expresado (Cu) /
8041210;11/11/2024 10:07;Fertilizantes;7458;POLISUR;7;LITROS;7;24;Exportación;BIOFA;SUR QUIMICA SOCIEDAD ANONIMA;COSTA RICA;ALEMANIA;ADUANA SANTAMARÍA;Azufre expresado (S) / Calcio expresado (CaO) /
8041346;13/11/2024 15:20;Fertilizantes;7267;Sur Flow Calcio;21250;KILOGRAMOS;21250;7380,42;Exportación;FITO SANITARIO FITOSAN S.A;SUR QUIMICA SOCIEDAD ANONIMA;COSTA RICA;ECUADOR;ADUANA DE CALDERA;Carbonato de Calcio expresado (CaCO3) /
8041349;13/11/2024 15:38;Fertilizantes;7267;SUR FLOW CALCIO;21250;KILOGRAMOS;21250;5771,5;Exportación;FITO SANITARIO FITOSAN S.A;SUR QUIMICA SOCIEDAD ANONIMA;COSTA RICA;ECUADOR;ADUANA DE CALDERA;Carbonato de Calcio expresado (CaCO3) /
8041351;13/11/2024 15:42;Fertilizantes;7267;Sur Flow Calcio;21250;KILOGRAMOS;21250;7380,42;Exportación;FITO SANITARIO FITOSAN S.A;SUR QUIMICA SOCIEDAD ANONIMA;COSTA RICA;ECUADOR;ADUANA DE CALDERA;Carbonato de Calcio expresado (CaCO3) /
8041818;5/11/2024 13:38;Fertilizantes;10941;Nutrofer 17,2-0-24-5(MgO)-4,8 (S);28200;KILOGRAMOS;28200;11928,6;Exportación;PRODUCTOS AGROQUIMICOS DE CENTROAMERICA S.A.;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
8041819;5/11/2024 13:46;Fertilizantes;10941;Nutrofer 17,2-0-24-5(MgO)-4,8 (S);28200;KILOGRAMOS;28200;11928,6;Exportación;PRODUCTOS AGROQUIMICOS DE CENTROAMERICA S.A.;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
8041820;5/11/2024 13:52;Fertilizantes;10941;Nutrofer 17,2-0-24-5(MgO)-4,8 (S);28250;KILOGRAMOS;28250;11949,75;Exportación;PRODUCTOS AGROQUIMICOS DE CENTROAMERICA S.A.;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
8041907;8/11/2024 12:58;Fertilizantes;1651;FERTICA 12-24-12-S;27000;KILOGRAMOS;27000;18246;Exportación;PRODUCTOS AGROQUIMICOS DE CENTROAMERICA S.A.;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Fósforo expresado (P2O5) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
8041908;8/11/2024 13:03;Fertilizantes;1651;FERTICA 12-24-12-S;27000;KILOGRAMOS;27000;18246;Exportación;PRODUCTOS AGROQUIMICOS DE CENTROAMERICA S.A.;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Fósforo expresado (P2O5) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
8042007;13/11/2024 11:15;Fertilizantes;7215;MAS Pasto 25-4-3-3-0-3(S)-2(Ca0)-0.1(Zn);27000;KILOGRAMOS;27000;11400;Exportación;PRODUCTOS AGROQUIMICOS DE CENTROAMERICA S.A.;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Calcio expresado (CaO) / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
8042008;13/11/2024 11:26;Fertilizantes;7215;MAS Pasto 25-4-3-3-0-3(S)-2(Ca0)-0.1(Zn);27000;KILOGRAMOS;27000;11400;Exportación;PRODUCTOS AGROQUIMICOS DE CENTROAMERICA S.A.;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Calcio expresado (CaO) / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
8042009;13/11/2024 11:30;Fertilizantes;7215;MAS Pasto 25-4-3-3-0-3(S)-2(Ca0)-0.1(Zn);27000;KILOGRAMOS;27000;11400;Exportación;PRODUCTOS AGROQUIMICOS DE CENTROAMERICA S.A.;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Calcio expresado (CaO) / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
8042010;13/11/2024 11:34;Fertilizantes;7215;MAS Pasto 25-4-3-3-0-3(S)-2(Ca0)-0.1(Zn);27000;KILOGRAMOS;27000;11400;Exportación;PRODUCTOS AGROQUIMICOS DE CENTROAMERICA S.A.;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Calcio expresado (CaO) / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
8042011;13/11/2024 11:37;Fertilizantes;7215;MAS Pasto 25-4-3-3-0-3(S)-2(Ca0)-0.1(Zn);27000;KILOGRAMOS;27000;11400;Exportación;PRODUCTOS AGROQUIMICOS DE CENTROAMERICA S.A.;FERTICA SA;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Calcio expresado (CaO) / Fósforo expresado (P2O5) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) / Zinc expresado (Zn) /
8042111;15/11/2024 14:43;Fertilizantes;9988;Colonofertil Urea;20160;KILOGRAMOS;20160;10841,6;Exportación;EL COLONO AGROPECUARIO (NICARAGUA);El Colono Agropecuario S.A;RUSIA (FEDERACIÓN RUSA);NICARAGUA;ADUANA DE PEÑAS BLANCAS;Nitrógeno Total expresado (N) /
8042111;15/11/2024 14:43;Fertilizantes;8066;Colonofertil Sulfato de Amonio;4590;KILOGRAMOS;4590;1530;Exportación;EL COLONO AGROPECUARIO (NICARAGUA);El Colono Agropecuario S.A;CHINA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Azufre expresado (S) / Nitrógeno Total expresado (N) /
8042112;15/11/2024 15:14;Fertilizantes;9988;Colonofertil Urea;20160;KILOGRAMOS;20160;10841,6;Exportación;EL COLONO AGROPECUARIO (NICARAGUA);El Colono Agropecuario S.A;RUSIA (FEDERACIÓN RUSA);NICARAGUA;ADUANA DE PEÑAS BLANCAS;Nitrógeno Total expresado (N) /
8042112;15/11/2024 15:14;Fertilizantes;8142;COLONOFERTIL KCl 0-0-60;4590;KILOGRAMOS;4590;2142;Exportación;EL COLONO AGROPECUARIO (NICARAGUA);El Colono Agropecuario S.A;BELARÚS (BIELORRUSIA);NICARAGUA;ADUANA DE PEÑAS BLANCAS;Potasio expresado (K2O) /
8042119;18/11/2024 9:58;Fertilizantes;8142;COLONOFERTIL KCl 0-0-60;4500;KILOGRAMOS;4500;2100;Exportación;EL COLONO AGROPECUARIO (NICARAGUA);El Colono Agropecuario S.A;BELARÚS (BIELORRUSIA);NICARAGUA;ADUANA DE PEÑAS BLANCAS;Potasio expresado (K2O) /
8042119;18/11/2024 9:58;Fertilizantes;7577;COLONOFERTIL 10-30-10;3825;KILOGRAMOS;3825;2380;Exportación;EL COLONO AGROPECUARIO (NICARAGUA);El Colono Agropecuario S.A;COSTA RICA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Fósforo expresado (P2O5) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
8042119;18/11/2024 9:58;Fertilizantes;9988;Colonofertil Urea;16425;KILOGRAMOS;16425;8833;Exportación;EL COLONO AGROPECUARIO (NICARAGUA);El Colono Agropecuario S.A;RUSIA (FEDERACIÓN RUSA);NICARAGUA;ADUANA DE PEÑAS BLANCAS;Nitrógeno Total expresado (N) /
8042120;18/11/2024 10:19;Fertilizantes;7577;COLONOFERTIL 10-30-10;8190;KILOGRAMOS;8190;5096;Exportación;EL COLONO AGROPECUARIO (NICARAGUA);El Colono Agropecuario S.A;COSTA RICA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Fósforo expresado (P2O5) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
8042120;18/11/2024 10:19;Fertilizantes;9988;Colonofertil Urea;16560;KILOGRAMOS;16560;8905,6;Exportación;EL COLONO AGROPECUARIO (NICARAGUA);El Colono Agropecuario S.A;RUSIA (FEDERACIÓN RUSA);NICARAGUA;ADUANA DE PEÑAS BLANCAS;Nitrógeno Total expresado (N) /
8042124;18/11/2024 10:42;Fertilizantes;9988;Colonofertil Urea;23400;KILOGRAMOS;23400;12584;Exportación;EL COLONO AGROPECUARIO (NICARAGUA);El Colono Agropecuario S.A;RUSIA (FEDERACIÓN RUSA);NICARAGUA;ADUANA DE PEÑAS BLANCAS;Nitrógeno Total expresado (N) /
8042124;18/11/2024 10:42;Fertilizantes;8142;COLONOFERTIL KCl 0-0-60;1350;KILOGRAMOS;1350;630;Exportación;EL COLONO AGROPECUARIO (NICARAGUA);El Colono Agropecuario S.A;BELARÚS (BIELORRUSIA);NICARAGUA;ADUANA DE PEÑAS BLANCAS;Potasio expresado (K2O) /
8042126;18/11/2024 10:51;Fertilizantes;9988;Colonofertil Urea;24750;KILOGRAMOS;24750;13310;Exportación;EL COLONO AGROPECUARIO (NICARAGUA);El Colono Agropecuario S.A;RUSIA (FEDERACIÓN RUSA);NICARAGUA;ADUANA DE PEÑAS BLANCAS;Nitrógeno Total expresado (N) /
8042129;18/11/2024 11:09;Fertilizantes;7577;COLONOFERTIL 10-30-10;4050;KILOGRAMOS;4050;2520;Exportación;EL COLONO AGROPECUARIO (NICARAGUA);El Colono Agropecuario S.A;COSTA RICA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Fósforo expresado (P2O5) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
8042129;18/11/2024 11:09;Fertilizantes;8142;COLONOFERTIL KCl 0-0-60;2025;KILOGRAMOS;2025;945;Exportación;EL COLONO AGROPECUARIO (NICARAGUA);El Colono Agropecuario S.A;BELARÚS (BIELORRUSIA);NICARAGUA;ADUANA DE PEÑAS BLANCAS;Potasio expresado (K2O) /
8042129;18/11/2024 11:09;Fertilizantes;8066;Colonofertil Sulfato de Amonio;4050;KILOGRAMOS;4050;1350;Exportación;EL COLONO AGROPECUARIO (NICARAGUA);El Colono Agropecuario S.A;CHINA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Azufre expresado (S) / Nitrógeno Total expresado (N) /
8042129;18/11/2024 11:09;Fertilizantes;9988;Colonofertil Urea;14175;KILOGRAMOS;14175;7623;Exportación;EL COLONO AGROPECUARIO (NICARAGUA);El Colono Agropecuario S.A;RUSIA (FEDERACIÓN RUSA);NICARAGUA;ADUANA DE PEÑAS BLANCAS;Nitrógeno Total expresado (N) /
8042131;18/11/2024 11:32;Fertilizantes;9988;Colonofertil Urea;24750;KILOGRAMOS;24750;13310;Exportación;EL COLONO AGROPECUARIO (NICARAGUA);El Colono Agropecuario S.A;RUSIA (FEDERACIÓN RUSA);NICARAGUA;ADUANA DE PEÑAS BLANCAS;Nitrógeno Total expresado (N) /
8042148;20/11/2024 6:17;Fertilizantes;7577;COLONOFERTIL 10-30-10;4050;KILOGRAMOS;4050;2520;Exportación;EL COLONO AGROPECUARIO (NICARAGUA);El Colono Agropecuario S.A;COSTA RICA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Fósforo expresado (P2O5) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
8042148;20/11/2024 6:17;Fertilizantes;8142;COLONOFERTIL KCl 0-0-60;2025;KILOGRAMOS;2025;945;Exportación;EL COLONO AGROPECUARIO (NICARAGUA);El Colono Agropecuario S.A;BELARÚS (BIELORRUSIA);NICARAGUA;ADUANA DE PEÑAS BLANCAS;Potasio expresado (K2O) /
8042148;20/11/2024 6:17;Fertilizantes;8066;Colonofertil Sulfato de Amonio;4050;KILOGRAMOS;4050;1350;Exportación;EL COLONO AGROPECUARIO (NICARAGUA);El Colono Agropecuario S.A;CHINA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Azufre expresado (S) / Nitrógeno Total expresado (N) /
8042148;20/11/2024 6:17;Fertilizantes;9988;Colonofertil Urea;14175;KILOGRAMOS;14175;7623;Exportación;EL COLONO AGROPECUARIO (NICARAGUA);El Colono Agropecuario S.A;RUSIA (FEDERACIÓN RUSA);NICARAGUA;ADUANA DE PEÑAS BLANCAS;Nitrógeno Total expresado (N) /
8042149;19/11/2024 14:31;Fertilizantes;8936;DPA Ca-B;480;LITROS;480;1044;Exportación;EL COLONO AGROPECUARIO (PANAMA);DISTRIBUIDORA INQUISA SOCIEDAD ANONIMA;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Boro expresado (B) / Calcio expresado (CaO) /
8042149;19/11/2024 14:31;Fertilizantes;1905;Inquifol 20-20-20;100;KILOGRAMOS;100;240;Exportación;EL COLONO AGROPECUARIO (PANAMA);DISTRIBUIDORA INQUISA SOCIEDAD ANONIMA;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Fósforo expresado (P2O5) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
8042149;19/11/2024 14:31;Fertilizantes;3967;Ajuste 22.5;88,2;LITROS;88,2;222,6;Exportación;EL COLONO AGROPECUARIO (PANAMA);DISTRIBUIDORA INQUISA SOCIEDAD ANONIMA;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) /
8042149;19/11/2024 14:31;Fertilizantes;3247;Pega 25 SL = Agromart pega 25 SL;48,72;LITROS;48,72;101,64;Exportación;EL COLONO AGROPECUARIO (PANAMA);DISTRIBUIDORA INQUISA SOCIEDAD ANONIMA;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Boro expresado (B) / Zinc expresado (Zn) /
8042164;22/11/2024 8:49;Fertilizantes;9988;Colonofertil Urea;22500;KILOGRAMOS;22500;12100;Exportación;EL COLONO AGROPECUARIO (NICARAGUA);El Colono Agropecuario S.A;RUSIA (FEDERACIÓN RUSA);NICARAGUA;ADUANA DE PEÑAS BLANCAS;Nitrógeno Total expresado (N) /
8042164;22/11/2024 8:49;Fertilizantes;8142;COLONOFERTIL KCl 0-0-60;2250;KILOGRAMOS;2250;1050;Exportación;EL COLONO AGROPECUARIO (NICARAGUA);El Colono Agropecuario S.A;BELARÚS (BIELORRUSIA);NICARAGUA;ADUANA DE PEÑAS BLANCAS;Potasio expresado (K2O) /
8042165;22/11/2024 10:33;Fertilizantes;7577;COLONOFERTIL 10-30-10;21330;KILOGRAMOS;21330;13272;Exportación;EL COLONO AGROPECUARIO (NICARAGUA);El Colono Agropecuario S.A;COSTA RICA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Fósforo expresado (P2O5) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
8042165;22/11/2024 10:33;Fertilizantes;8066;Colonofertil Sulfato de Amonio;3420;KILOGRAMOS;3420;1140;Exportación;EL COLONO AGROPECUARIO (NICARAGUA);El Colono Agropecuario S.A;CHINA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Azufre expresado (S) / Nitrógeno Total expresado (N) /
8042166;22/11/2024 10:43;Fertilizantes;8142;COLONOFERTIL KCl 0-0-60;11250;KILOGRAMOS;11250;5250;Exportación;EL COLONO AGROPECUARIO (NICARAGUA);El Colono Agropecuario S.A;BELARÚS (BIELORRUSIA);NICARAGUA;ADUANA DE PEÑAS BLANCAS;Potasio expresado (K2O) /
8042166;22/11/2024 10:43;Fertilizantes;8066;Colonofertil Sulfato de Amonio;13500;KILOGRAMOS;13500;4500;Exportación;EL COLONO AGROPECUARIO (NICARAGUA);El Colono Agropecuario S.A;CHINA;NICARAGUA;ADUANA DE PEÑAS BLANCAS;Azufre expresado (S) / Nitrógeno Total expresado (N) /
8042167;22/11/2024 11:22;Fertilizantes;8142;COLONOFERTIL KCl 0-0-60;24750;KILOGRAMOS;24750;11550;Exportación;EL COLONO AGROPECUARIO (NICARAGUA);El Colono Agropecuario S.A;BELARÚS (BIELORRUSIA);NICARAGUA;ADUANA DE PEÑAS BLANCAS;Potasio expresado (K2O) /
8042168;22/11/2024 11:35;Fertilizantes;8142;COLONOFERTIL KCl 0-0-60;24750;KILOGRAMOS;24750;11550;Exportación;EL COLONO AGROPECUARIO (NICARAGUA);El Colono Agropecuario S.A;BELARÚS (BIELORRUSIA);NICARAGUA;ADUANA DE PEÑAS BLANCAS;Potasio expresado (K2O) /
8042173;25/11/2024 11:35;Fertilizantes;8046;Colonofertil Urea Granular;29250;KILOGRAMOS;29250;16250;Exportación;El Colono Agropecuario S.A. ( Panama);El Colono Agropecuario S.A;TRINIDAD Y TOBAGO;PANAMÁ;ADUANA DE PASO CANOAS;Nitrógeno Total expresado (N) /
8042174;25/11/2024 14:15;Fertilizantes;8066;Colonofertil Sulfato de Amonio;22500;KILOGRAMOS;22500;7500;Exportación;El Colono Agropecuario S.A. ( Panama);El Colono Agropecuario S.A;CHINA;PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Nitrógeno Total expresado (N) /
8042174;25/11/2024 14:15;Fertilizantes;7576;COLONOFERTIL 12-24-12;5625;KILOGRAMOS;5625;2875;Exportación;El Colono Agropecuario S.A. ( Panama);El Colono Agropecuario S.A;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Fósforo expresado (P2O5) / Nitrógeno Total expresado (N) / Potasio expresado (K2O) /
8042174;25/11/2024 14:15;Fertilizantes;7712;COLONOFERTIL MAGAMON 21-0-0-7.5;1125;KILOGRAMOS;1125;525;Exportación;El Colono Agropecuario S.A. ( Panama);El Colono Agropecuario S.A;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) /
8042175;25/11/2024 13:43;Fertilizantes;7712;COLONOFERTIL MAGAMON 21-0-0-7,5(MgO)-11(CaO);14625;KILOGRAMOS;14625;6825;Exportación;EL COLONO AGROPECUARIO (PANAMA);El Colono Agropecuario S.A;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) /
8042175;25/11/2024 13:43;Fertilizantes;8143;COLONOFERTIL KCl 0-0-62;16250;KILOGRAMOS;16250;7800;Exportación;EL COLONO AGROPECUARIO (PANAMA);El Colono Agropecuario S.A;BELARÚS (BIELORRUSIA);PANAMÁ;ADUANA DE PASO CANOAS;Potasio expresado (K2O) /
8042176;25/11/2024 11:53;Fertilizantes;7712;COLONOFERTIL MAGAMON 21-0-0-7,5(MgO)-11(CaO);29250;KILOGRAMOS;29250;13650;Exportación;EL COLONO AGROPECUARIO (PANAMA);El Colono Agropecuario S.A;COSTA RICA;PANAMÁ;ADUANA DE PASO CANOAS;Calcio expresado (CaO) / Magnesio expresado (MgO) / Nitrógeno Total expresado (N) /
8042180;26/11/2024 9:20;Fertilizantes;8142;COLONOFERTIL KCl 0-0-60;29250;KILOGRAMOS;29250;14300;Exportación;EL COLONO AGROPECUARIO S.A (PANAMÁ);El Colono Agropecuario S.A;BELARÚS (BIELORRUSIA);PANAMÁ;PUESTO SIXAOLA;Potasio expresado (K2O) /
8042181;26/11/2024 9:42;Fertilizantes;8142;COLONOFERTIL KCl 0-0-60;29250;KILOGRAMOS;29250;14300;Exportación;EL COLONO AGROPECUARIO S.A (PANAMÁ);El Colono Agropecuario S.A;BELARÚS (BIELORRUSIA);PANAMÁ;PUESTO SIXAOLA;Potasio expresado (K2O) /
8042182;26/11/2024 9:48;Fertilizantes;8142;COLONOFERTIL KCl 0-0-60;29250;KILOGRAMOS;29250;14300;Exportación;EL COLONO AGROPECUARIO S.A (PANAMÁ);El Colono Agropecuario S.A;BELARÚS (BIELORRUSIA);PANAMÁ;PUESTO SIXAOLA;Potasio expresado (K2O) /
8042773;4/11/2024 15:46;Fertilizantes;2871;YARAVERA AMIDAS;28800;KILOGRAMOS;28800;17582,4;Exportación;AGRO PRO PANAMA SA;YARA COSTA RICA SOCIEDAD DE RESPONSABILIDAD LIMITADA;HOLANDA (PAISES BAJOS);PANAMÁ;ADUANA DE PASO CANOAS;Azufre expresado (S) / Nitrógeno Total expresado (N) /
